source,source_term,setid,title,published_date,product_name,generic_name,active_ingredients,strengths,ndcs,package_descriptions,structured_text
DailyMed,metformin,4f890458-be94-4baf-b606-83a097e1e23e,"DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [NOVADOZ PHARMACEUTICALS LLC]","Apr 10, 2026",DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,10 mg | 5 mg | 1000 mg | 500 mg,72205-435-01 | 72205-435-02 | 72205-435-03,30 in 1 BOTTLE | 400 in 1 BOTTLE | 60 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE
GENERIC_NAME: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE
ACTIVE_INGREDIENTS: DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 10 mg | 5 mg | 1000 mg | 500 mg
NDCS: 72205-435-01 | 72205-435-02 | 72205-435-03
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 400 in 1 BOTTLE | 60 in 1 BOTTLE
PUBLISHED_DATE: Apr 10, 2026
TITLE: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [NOVADOZ PHARMACEUTICALS LLC]
SETID: 4f890458-be94-4baf-b606-83a097e1e23e
SOURCE: DailyMed"
DailyMed,metformin,4f890458-be94-4baf-b606-83a097e1e23e,"DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [NOVADOZ PHARMACEUTICALS LLC]","Apr 10, 2026",DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,10 mg | 5 mg | 1000 mg | 500 mg,72205-436-01 | 72205-436-02,30 in 1 BOTTLE | 500 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE
GENERIC_NAME: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE
ACTIVE_INGREDIENTS: DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 10 mg | 5 mg | 1000 mg | 500 mg
NDCS: 72205-436-01 | 72205-436-02
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 500 in 1 BOTTLE
PUBLISHED_DATE: Apr 10, 2026
TITLE: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [NOVADOZ PHARMACEUTICALS LLC]
SETID: 4f890458-be94-4baf-b606-83a097e1e23e
SOURCE: DailyMed"
DailyMed,metformin,4f890458-be94-4baf-b606-83a097e1e23e,"DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [NOVADOZ PHARMACEUTICALS LLC]","Apr 10, 2026",DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,10 mg | 5 mg | 1000 mg | 500 mg,72205-437-01 | 72205-437-02 | 72205-437-03,30 in 1 BOTTLE | 400 in 1 BOTTLE | 60 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE
GENERIC_NAME: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE
ACTIVE_INGREDIENTS: DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 10 mg | 5 mg | 1000 mg | 500 mg
NDCS: 72205-437-01 | 72205-437-02 | 72205-437-03
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 400 in 1 BOTTLE | 60 in 1 BOTTLE
PUBLISHED_DATE: Apr 10, 2026
TITLE: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [NOVADOZ PHARMACEUTICALS LLC]
SETID: 4f890458-be94-4baf-b606-83a097e1e23e
SOURCE: DailyMed"
DailyMed,metformin,bddc2d47-8d3d-4c2f-8e5c-7a1a0782219a,"DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [SUN PHARMACEUTICAL INDUSTRIES, INC.]","Apr 09, 2026",Dapagliflozin and Metformin Hydrochloride,Dapagliflozin and Metformin Hydrochloride,DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,10 mg | 5 mg | 1000 mg | 500 mg,63304-026-30 | 63304-026-54 | 63304-026-62,30 in 1 BOTTLE | 400 in 1 BOTTLE | 60 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Dapagliflozin and Metformin Hydrochloride
GENERIC_NAME: Dapagliflozin and Metformin Hydrochloride
ACTIVE_INGREDIENTS: DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 10 mg | 5 mg | 1000 mg | 500 mg
NDCS: 63304-026-30 | 63304-026-54 | 63304-026-62
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 400 in 1 BOTTLE | 60 in 1 BOTTLE
PUBLISHED_DATE: Apr 09, 2026
TITLE: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [SUN PHARMACEUTICAL INDUSTRIES, INC.]
SETID: bddc2d47-8d3d-4c2f-8e5c-7a1a0782219a
SOURCE: DailyMed"
DailyMed,metformin,bddc2d47-8d3d-4c2f-8e5c-7a1a0782219a,"DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [SUN PHARMACEUTICAL INDUSTRIES, INC.]","Apr 09, 2026",Dapagliflozin and Metformin Hydrochloride,Dapagliflozin and Metformin Hydrochloride,DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,10 mg | 5 mg | 1000 mg | 500 mg,63304-027-30 | 63304-027-54,30 in 1 BOTTLE | 400 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Dapagliflozin and Metformin Hydrochloride
GENERIC_NAME: Dapagliflozin and Metformin Hydrochloride
ACTIVE_INGREDIENTS: DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 10 mg | 5 mg | 1000 mg | 500 mg
NDCS: 63304-027-30 | 63304-027-54
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 400 in 1 BOTTLE
PUBLISHED_DATE: Apr 09, 2026
TITLE: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [SUN PHARMACEUTICAL INDUSTRIES, INC.]
SETID: bddc2d47-8d3d-4c2f-8e5c-7a1a0782219a
SOURCE: DailyMed"
DailyMed,metformin,bddc2d47-8d3d-4c2f-8e5c-7a1a0782219a,"DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [SUN PHARMACEUTICAL INDUSTRIES, INC.]","Apr 09, 2026",Dapagliflozin and Metformin Hydrochloride,Dapagliflozin and Metformin Hydrochloride,DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,10 mg | 5 mg | 1000 mg | 500 mg,63304-028-30 | 63304-028-54,30 in 1 BOTTLE | 400 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Dapagliflozin and Metformin Hydrochloride
GENERIC_NAME: Dapagliflozin and Metformin Hydrochloride
ACTIVE_INGREDIENTS: DAPAGLIFLOZIN | DAPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 10 mg | 5 mg | 1000 mg | 500 mg
NDCS: 63304-028-30 | 63304-028-54
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 400 in 1 BOTTLE
PUBLISHED_DATE: Apr 09, 2026
TITLE: DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE TABLET, FILM COATED, EXTENDED RELEASE [SUN PHARMACEUTICAL INDUSTRIES, INC.]
SETID: bddc2d47-8d3d-4c2f-8e5c-7a1a0782219a
SOURCE: DailyMed"
DailyMed,glimepiride,e12ab052-e3d6-4246-b727-f1e3f9057f09,GLIMEPIRIDE TABLET [PROFICIENT RX LP],"Apr 09, 2026",Glimepiride,Glimepiride,GLIMEPIRIDE,1 mg,71205-779-30 | 71205-779-60 | 71205-779-78 | 71205-779-90,30 in 1 BOTTLE | 60 in 1 BOTTLE | 180 in 1 BOTTLE | 90 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Glimepiride
GENERIC_NAME: Glimepiride
ACTIVE_INGREDIENTS: GLIMEPIRIDE
STRENGTHS: 1 mg
NDCS: 71205-779-30 | 71205-779-60 | 71205-779-78 | 71205-779-90
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 60 in 1 BOTTLE | 180 in 1 BOTTLE | 90 in 1 BOTTLE
PUBLISHED_DATE: Apr 09, 2026
TITLE: GLIMEPIRIDE TABLET [PROFICIENT RX LP]
SETID: e12ab052-e3d6-4246-b727-f1e3f9057f09
SOURCE: DailyMed"
DailyMed,glimepiride,647a146c-c752-4589-8619-aed5c720ca54,"GLIMEPIRIDE TABLET [PD-RX PHARMACEUTICALS, INC.]","Mar 20, 2026",Glimepiride,Glimepiride,GLIMEPIRIDE,4 mg,43063-699-90,"90 in 1 BOTTLE, PLASTIC","TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Glimepiride
GENERIC_NAME: Glimepiride
ACTIVE_INGREDIENTS: GLIMEPIRIDE
STRENGTHS: 4 mg
NDCS: 43063-699-90
PACKAGE_DESCRIPTIONS: 90 in 1 BOTTLE, PLASTIC
PUBLISHED_DATE: Mar 20, 2026
TITLE: GLIMEPIRIDE TABLET [PD-RX PHARMACEUTICALS, INC.]
SETID: 647a146c-c752-4589-8619-aed5c720ca54
SOURCE: DailyMed"
DailyMed,sitagliptin metformin,2f635b36-e86a-4e53-8eaf-589917b5f342,"ZITUVIMET XR (SITAGLIPTIN AND METFORMIN HYDROCHLORIDE) TABLET, FILM COATED, EXTENDED RELEASE [ZYDUS PHARMACEUTICALS USA INC.]","Jan 06, 2026",ZITUVIMET XR,sitagliptin and metformin hydrochloride,SITAGLIPTIN | SITAGLIPTIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,100 mg | 50 mg | 1000 mg | 500 mg,70710-1805-6,60 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: ZITUVIMET XR
GENERIC_NAME: sitagliptin and metformin hydrochloride
ACTIVE_INGREDIENTS: SITAGLIPTIN | SITAGLIPTIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 100 mg | 50 mg | 1000 mg | 500 mg
NDCS: 70710-1805-6
PACKAGE_DESCRIPTIONS: 60 in 1 BOTTLE
PUBLISHED_DATE: Jan 06, 2026
TITLE: ZITUVIMET XR (SITAGLIPTIN AND METFORMIN HYDROCHLORIDE) TABLET, FILM COATED, EXTENDED RELEASE [ZYDUS PHARMACEUTICALS USA INC.]
SETID: 2f635b36-e86a-4e53-8eaf-589917b5f342
SOURCE: DailyMed"
DailyMed,sitagliptin metformin,2f635b36-e86a-4e53-8eaf-589917b5f342,"ZITUVIMET XR (SITAGLIPTIN AND METFORMIN HYDROCHLORIDE) TABLET, FILM COATED, EXTENDED RELEASE [ZYDUS PHARMACEUTICALS USA INC.]","Jan 06, 2026",ZITUVIMET XR,sitagliptin and metformin hydrochloride,SITAGLIPTIN | SITAGLIPTIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,100 mg | 50 mg | 1000 mg | 500 mg,70710-1804-6,60 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: ZITUVIMET XR
GENERIC_NAME: sitagliptin and metformin hydrochloride
ACTIVE_INGREDIENTS: SITAGLIPTIN | SITAGLIPTIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 100 mg | 50 mg | 1000 mg | 500 mg
NDCS: 70710-1804-6
PACKAGE_DESCRIPTIONS: 60 in 1 BOTTLE
PUBLISHED_DATE: Jan 06, 2026
TITLE: ZITUVIMET XR (SITAGLIPTIN AND METFORMIN HYDROCHLORIDE) TABLET, FILM COATED, EXTENDED RELEASE [ZYDUS PHARMACEUTICALS USA INC.]
SETID: 2f635b36-e86a-4e53-8eaf-589917b5f342
SOURCE: DailyMed"
DailyMed,sitagliptin metformin,2f635b36-e86a-4e53-8eaf-589917b5f342,"ZITUVIMET XR (SITAGLIPTIN AND METFORMIN HYDROCHLORIDE) TABLET, FILM COATED, EXTENDED RELEASE [ZYDUS PHARMACEUTICALS USA INC.]","Jan 06, 2026",ZITUVIMET XR,sitagliptin and metformin hydrochloride,SITAGLIPTIN | SITAGLIPTIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,100 mg | 50 mg | 1000 mg | 500 mg,70710-1806-3,30 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: ZITUVIMET XR
GENERIC_NAME: sitagliptin and metformin hydrochloride
ACTIVE_INGREDIENTS: SITAGLIPTIN | SITAGLIPTIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 100 mg | 50 mg | 1000 mg | 500 mg
NDCS: 70710-1806-3
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE
PUBLISHED_DATE: Jan 06, 2026
TITLE: ZITUVIMET XR (SITAGLIPTIN AND METFORMIN HYDROCHLORIDE) TABLET, FILM COATED, EXTENDED RELEASE [ZYDUS PHARMACEUTICALS USA INC.]
SETID: 2f635b36-e86a-4e53-8eaf-589917b5f342
SOURCE: DailyMed"
DailyMed,sitagliptin metformin,4bade493-499e-434a-97a0-26ca68917623,"ZITUVIMET XR (SITAGLIPTIN AND METFORMIN HYDROCHLORIDE) TABLET, FILM COATED, EXTENDED RELEASE [ZYDUS LIFESCIENCES LIMITED]","Jan 06, 2026",ZITUVIMET XR,sitagliptin and metformin hydrochloride,SITAGLIPTIN | SITAGLIPTIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,100 mg | 50 mg | 1000 mg | 500 mg,70771-1880-6,60 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: ZITUVIMET XR
GENERIC_NAME: sitagliptin and metformin hydrochloride
ACTIVE_INGREDIENTS: SITAGLIPTIN | SITAGLIPTIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 100 mg | 50 mg | 1000 mg | 500 mg
NDCS: 70771-1880-6
PACKAGE_DESCRIPTIONS: 60 in 1 BOTTLE
PUBLISHED_DATE: Jan 06, 2026
TITLE: ZITUVIMET XR (SITAGLIPTIN AND METFORMIN HYDROCHLORIDE) TABLET, FILM COATED, EXTENDED RELEASE [ZYDUS LIFESCIENCES LIMITED]
SETID: 4bade493-499e-434a-97a0-26ca68917623
SOURCE: DailyMed"
DailyMed,sitagliptin metformin,4bade493-499e-434a-97a0-26ca68917623,"ZITUVIMET XR (SITAGLIPTIN AND METFORMIN HYDROCHLORIDE) TABLET, FILM COATED, EXTENDED RELEASE [ZYDUS LIFESCIENCES LIMITED]","Jan 06, 2026",ZITUVIMET XR,sitagliptin and metformin hydrochloride,SITAGLIPTIN | SITAGLIPTIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,100 mg | 50 mg | 1000 mg | 500 mg,70771-1879-6,60 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: ZITUVIMET XR
GENERIC_NAME: sitagliptin and metformin hydrochloride
ACTIVE_INGREDIENTS: SITAGLIPTIN | SITAGLIPTIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 100 mg | 50 mg | 1000 mg | 500 mg
NDCS: 70771-1879-6
PACKAGE_DESCRIPTIONS: 60 in 1 BOTTLE
PUBLISHED_DATE: Jan 06, 2026
TITLE: ZITUVIMET XR (SITAGLIPTIN AND METFORMIN HYDROCHLORIDE) TABLET, FILM COATED, EXTENDED RELEASE [ZYDUS LIFESCIENCES LIMITED]
SETID: 4bade493-499e-434a-97a0-26ca68917623
SOURCE: DailyMed"
DailyMed,sitagliptin metformin,4bade493-499e-434a-97a0-26ca68917623,"ZITUVIMET XR (SITAGLIPTIN AND METFORMIN HYDROCHLORIDE) TABLET, FILM COATED, EXTENDED RELEASE [ZYDUS LIFESCIENCES LIMITED]","Jan 06, 2026",ZITUVIMET XR,sitagliptin and metformin hydrochloride,SITAGLIPTIN | SITAGLIPTIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,100 mg | 50 mg | 1000 mg | 500 mg,70771-1881-3,30 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: ZITUVIMET XR
GENERIC_NAME: sitagliptin and metformin hydrochloride
ACTIVE_INGREDIENTS: SITAGLIPTIN | SITAGLIPTIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 100 mg | 50 mg | 1000 mg | 500 mg
NDCS: 70771-1881-3
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE
PUBLISHED_DATE: Jan 06, 2026
TITLE: ZITUVIMET XR (SITAGLIPTIN AND METFORMIN HYDROCHLORIDE) TABLET, FILM COATED, EXTENDED RELEASE [ZYDUS LIFESCIENCES LIMITED]
SETID: 4bade493-499e-434a-97a0-26ca68917623
SOURCE: DailyMed"
DailyMed,empagliflozin linagliptin,71873567-9594-452a-bb92-34a129adecac,"TRIJARDY XR (EMPAGLIFLOZIN, LINAGLIPTIN, METFORMIN HYDROCHLORIDE) TABLET, EXTENDED RELEASE [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]","Feb 02, 2026",Trijardy XR,"empagliflozin, linagliptin, metformin hydrochloride",EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | LINAGLIPTIN | LINAGLIPTIN | METFORMIN HYDROCHLORIDE,10 mg | 12.5 mg | 25 mg | 5 mg | 2.5 mg | 5 mg | 1000 mg,0597-0395-23 | 0597-0395-52 | 0597-0395-82,180 in 1 BOTTLE | 1 in 1 CARTON | 14 in 1 BOTTLE | 60 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Trijardy XR
GENERIC_NAME: empagliflozin, linagliptin, metformin hydrochloride
ACTIVE_INGREDIENTS: EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | LINAGLIPTIN | LINAGLIPTIN | METFORMIN HYDROCHLORIDE
STRENGTHS: 10 mg | 12.5 mg | 25 mg | 5 mg | 2.5 mg | 5 mg | 1000 mg
NDCS: 0597-0395-23 | 0597-0395-52 | 0597-0395-82
PACKAGE_DESCRIPTIONS: 180 in 1 BOTTLE | 1 in 1 CARTON | 14 in 1 BOTTLE | 60 in 1 BOTTLE
PUBLISHED_DATE: Feb 02, 2026
TITLE: TRIJARDY XR (EMPAGLIFLOZIN, LINAGLIPTIN, METFORMIN HYDROCHLORIDE) TABLET, EXTENDED RELEASE [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]
SETID: 71873567-9594-452a-bb92-34a129adecac
SOURCE: DailyMed"
DailyMed,empagliflozin linagliptin,71873567-9594-452a-bb92-34a129adecac,"TRIJARDY XR (EMPAGLIFLOZIN, LINAGLIPTIN, METFORMIN HYDROCHLORIDE) TABLET, EXTENDED RELEASE [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]","Feb 02, 2026",Trijardy XR,"empagliflozin, linagliptin, metformin hydrochloride",EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | LINAGLIPTIN | LINAGLIPTIN | METFORMIN HYDROCHLORIDE,10 mg | 12.5 mg | 25 mg | 5 mg | 2.5 mg | 5 mg | 1000 mg,0597-0380-13 | 0597-0380-22 | 0597-0380-68,30 in 1 BOTTLE | 1 in 1 CARTON | 7 in 1 BOTTLE | 90 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Trijardy XR
GENERIC_NAME: empagliflozin, linagliptin, metformin hydrochloride
ACTIVE_INGREDIENTS: EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | LINAGLIPTIN | LINAGLIPTIN | METFORMIN HYDROCHLORIDE
STRENGTHS: 10 mg | 12.5 mg | 25 mg | 5 mg | 2.5 mg | 5 mg | 1000 mg
NDCS: 0597-0380-13 | 0597-0380-22 | 0597-0380-68
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 1 in 1 CARTON | 7 in 1 BOTTLE | 90 in 1 BOTTLE
PUBLISHED_DATE: Feb 02, 2026
TITLE: TRIJARDY XR (EMPAGLIFLOZIN, LINAGLIPTIN, METFORMIN HYDROCHLORIDE) TABLET, EXTENDED RELEASE [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]
SETID: 71873567-9594-452a-bb92-34a129adecac
SOURCE: DailyMed"
DailyMed,empagliflozin linagliptin,71873567-9594-452a-bb92-34a129adecac,"TRIJARDY XR (EMPAGLIFLOZIN, LINAGLIPTIN, METFORMIN HYDROCHLORIDE) TABLET, EXTENDED RELEASE [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]","Feb 02, 2026",Trijardy XR,"empagliflozin, linagliptin, metformin hydrochloride",EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | LINAGLIPTIN | LINAGLIPTIN | METFORMIN HYDROCHLORIDE,10 mg | 12.5 mg | 25 mg | 5 mg | 2.5 mg | 5 mg | 1000 mg,0597-0385-77 | 0597-0385-86 | 0597-0385-88,60 in 1 BOTTLE | 180 in 1 BOTTLE | 1 in 1 CARTON | 14 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Trijardy XR
GENERIC_NAME: empagliflozin, linagliptin, metformin hydrochloride
ACTIVE_INGREDIENTS: EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | LINAGLIPTIN | LINAGLIPTIN | METFORMIN HYDROCHLORIDE
STRENGTHS: 10 mg | 12.5 mg | 25 mg | 5 mg | 2.5 mg | 5 mg | 1000 mg
NDCS: 0597-0385-77 | 0597-0385-86 | 0597-0385-88
PACKAGE_DESCRIPTIONS: 60 in 1 BOTTLE | 180 in 1 BOTTLE | 1 in 1 CARTON | 14 in 1 BOTTLE
PUBLISHED_DATE: Feb 02, 2026
TITLE: TRIJARDY XR (EMPAGLIFLOZIN, LINAGLIPTIN, METFORMIN HYDROCHLORIDE) TABLET, EXTENDED RELEASE [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]
SETID: 71873567-9594-452a-bb92-34a129adecac
SOURCE: DailyMed"
DailyMed,empagliflozin linagliptin,71873567-9594-452a-bb92-34a129adecac,"TRIJARDY XR (EMPAGLIFLOZIN, LINAGLIPTIN, METFORMIN HYDROCHLORIDE) TABLET, EXTENDED RELEASE [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]","Feb 02, 2026",Trijardy XR,"empagliflozin, linagliptin, metformin hydrochloride",EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | LINAGLIPTIN | LINAGLIPTIN | METFORMIN HYDROCHLORIDE,10 mg | 12.5 mg | 25 mg | 5 mg | 2.5 mg | 5 mg | 1000 mg,0597-0390-13 | 0597-0390-31 | 0597-0390-71,90 in 1 BOTTLE | 1 in 1 CARTON | 7 in 1 BOTTLE | 30 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Trijardy XR
GENERIC_NAME: empagliflozin, linagliptin, metformin hydrochloride
ACTIVE_INGREDIENTS: EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | EMPAGLIFLOZIN | LINAGLIPTIN | LINAGLIPTIN | METFORMIN HYDROCHLORIDE
STRENGTHS: 10 mg | 12.5 mg | 25 mg | 5 mg | 2.5 mg | 5 mg | 1000 mg
NDCS: 0597-0390-13 | 0597-0390-31 | 0597-0390-71
PACKAGE_DESCRIPTIONS: 90 in 1 BOTTLE | 1 in 1 CARTON | 7 in 1 BOTTLE | 30 in 1 BOTTLE
PUBLISHED_DATE: Feb 02, 2026
TITLE: TRIJARDY XR (EMPAGLIFLOZIN, LINAGLIPTIN, METFORMIN HYDROCHLORIDE) TABLET, EXTENDED RELEASE [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]
SETID: 71873567-9594-452a-bb92-34a129adecac
SOURCE: DailyMed"
