itemid,label,fluid,category,valueuom,aliases,structured_text
50947,I,Blood,Chemistry,U,I | I Blood | Chemistry I,"TYPE: LAB_TEST
DISPLAY_NAME: I
ALIASES: I | I Blood | Chemistry I
UNIT: U
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50947"
51642,Hemoglobin A1,Blood,Chemistry,,Hemoglobin A1 | Hemoglobin A1 Blood | Chemistry Hemoglobin A1,"TYPE: LAB_TEST
DISPLAY_NAME: Hemoglobin A1
ALIASES: Hemoglobin A1 | Hemoglobin A1 Blood | Chemistry Hemoglobin A1
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51642"
51728,Serum B12,Blood,Chemistry,,Serum B12 | Serum B12 Blood | Chemistry Serum B12,"TYPE: LAB_TEST
DISPLAY_NAME: Serum B12
ALIASES: Serum B12 | Serum B12 Blood | Chemistry Serum B12
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51728"
52535,Chloride,Blood,Chemistry,,Chloride | Chloride Blood | Chemistry Chloride,"TYPE: LAB_TEST
DISPLAY_NAME: Chloride
ALIASES: Chloride | Chloride Blood | Chemistry Chloride
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 52535"
53135,"Acid Phosphatase, Prostatic Fraction",Blood,Chemistry,,"Acid Phosphatase, Prostatic Fraction | Acid Phosphatase Prostatic Fraction | Acid Phosphatase, Prostatic Fraction Blood | Chemistry Acid Phosphatase, Prostatic Fraction","TYPE: LAB_TEST
DISPLAY_NAME: Acid Phosphatase, Prostatic Fraction
ALIASES: Acid Phosphatase, Prostatic Fraction | Acid Phosphatase Prostatic Fraction | Acid Phosphatase, Prostatic Fraction Blood | Chemistry Acid Phosphatase, Prostatic Fraction
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53135"
53151,Anti-la,Blood,Chemistry,,Anti-la | Anti-la Blood | Chemistry Anti-la,"TYPE: LAB_TEST
DISPLAY_NAME: Anti-la
ALIASES: Anti-la | Anti-la Blood | Chemistry Anti-la
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53151"
50855,Absolute Hemoglobin,Blood,Chemistry,,Absolute Hemoglobin | Absolute Hemoglobin Blood | Chemistry Absolute Hemoglobin,"TYPE: LAB_TEST
DISPLAY_NAME: Absolute Hemoglobin
ALIASES: Absolute Hemoglobin | Absolute Hemoglobin Blood | Chemistry Absolute Hemoglobin
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50855"
50919,EDTA Hold,Blood,Chemistry,,EDTA Hold | EDTA Hold Blood | Chemistry EDTA Hold,"TYPE: LAB_TEST
DISPLAY_NAME: EDTA Hold
ALIASES: EDTA Hold | EDTA Hold Blood | Chemistry EDTA Hold
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50919"
50963,NTproBNP,Blood,Chemistry,pg/mL,NTproBNP | NTproBNP Blood | Chemistry NTproBNP,"TYPE: LAB_TEST
DISPLAY_NAME: NTproBNP
ALIASES: NTproBNP | NTproBNP Blood | Chemistry NTproBNP
UNIT: pg/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50963"
50996,"Tissue Transglutaminase Ab, IgA",Blood,Chemistry,units,"Tissue Transglutaminase Ab, IgA | Tissue Transglutaminase Ab IgA | Tissue Transglutaminase Ab, IgA Blood | Chemistry Tissue Transglutaminase Ab, IgA","TYPE: LAB_TEST
DISPLAY_NAME: Tissue Transglutaminase Ab, IgA
ALIASES: Tissue Transglutaminase Ab, IgA | Tissue Transglutaminase Ab IgA | Tissue Transglutaminase Ab, IgA Blood | Chemistry Tissue Transglutaminase Ab, IgA
UNIT: units
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50996"
51579,CA 19-9,Blood,Chemistry,,CA 19-9 | CA 19-9 Blood | Chemistry CA 19-9,"TYPE: LAB_TEST
DISPLAY_NAME: CA 19-9
ALIASES: CA 19-9 | CA 19-9 Blood | Chemistry CA 19-9
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51579"
51626,Free Kappa/Free Lambda Ratio,Blood,Chemistry,,Free Kappa/Free Lambda Ratio | Free Kappa/Free Lambda Ratio Blood | Chemistry Free Kappa/Free Lambda Ratio,"TYPE: LAB_TEST
DISPLAY_NAME: Free Kappa/Free Lambda Ratio
ALIASES: Free Kappa/Free Lambda Ratio | Free Kappa/Free Lambda Ratio Blood | Chemistry Free Kappa/Free Lambda Ratio
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51626"
51705,Primidone,Blood,Chemistry,,Primidone | Primidone Blood | Chemistry Primidone,"TYPE: LAB_TEST
DISPLAY_NAME: Primidone
ALIASES: Primidone | Primidone Blood | Chemistry Primidone
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51705"
51715,Renin,Blood,Chemistry,,Renin | Renin Blood | Chemistry Renin,"TYPE: LAB_TEST
DISPLAY_NAME: Renin
ALIASES: Renin | Renin Blood | Chemistry Renin
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51715"
51754,VZV IgG Ab Value,Blood,Chemistry,,VZV IgG Ab Value | VZV IgG Ab Value Blood | Chemistry VZV IgG Ab Value,"TYPE: LAB_TEST
DISPLAY_NAME: VZV IgG Ab Value
ALIASES: VZV IgG Ab Value | VZV IgG Ab Value Blood | Chemistry VZV IgG Ab Value
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51754"
50924,Ferritin,Blood,Chemistry,ng/mL,Ferritin | Ferritin Blood | Chemistry Ferritin,"TYPE: LAB_TEST
DISPLAY_NAME: Ferritin
ALIASES: Ferritin | Ferritin Blood | Chemistry Ferritin
UNIT: ng/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50924"
50932,Gray Top Hold (plasma),Blood,Chemistry,,Gray Top Hold (plasma) | Gray Top Hold (plasma) Blood | Chemistry Gray Top Hold (plasma),"TYPE: LAB_TEST
DISPLAY_NAME: Gray Top Hold (plasma)
ALIASES: Gray Top Hold (plasma) | Gray Top Hold (plasma) Blood | Chemistry Gray Top Hold (plasma)
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50932"
50956,Lipase,Blood,Chemistry,IU/L,Lipase | Lipase Blood | Chemistry Lipase,"TYPE: LAB_TEST
DISPLAY_NAME: Lipase
ALIASES: Lipase | Lipase Blood | Chemistry Lipase
UNIT: IU/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50956"
50989,"Testosterone, Free",Blood,Chemistry,,"Testosterone, Free | Testosterone Free | Testosterone, Free Blood | Chemistry Testosterone, Free","TYPE: LAB_TEST
DISPLAY_NAME: Testosterone, Free
ALIASES: Testosterone, Free | Testosterone Free | Testosterone, Free Blood | Chemistry Testosterone, Free
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50989"
51563,Anti-sm,Blood,Chemistry,,Anti-sm | Anti-sm Blood | Chemistry Anti-sm,"TYPE: LAB_TEST
DISPLAY_NAME: Anti-sm
ALIASES: Anti-sm | Anti-sm Blood | Chemistry Anti-sm
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51563"
51587,CMV IgG Ab Value,Blood,Chemistry,,CMV IgG Ab Value | CMV IgG Ab Value Blood | Chemistry CMV IgG Ab Value,"TYPE: LAB_TEST
DISPLAY_NAME: CMV IgG Ab Value
ALIASES: CMV IgG Ab Value | CMV IgG Ab Value Blood | Chemistry CMV IgG Ab Value
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51587"
51600,Delete,Blood,Chemistry,,Delete | Delete Blood | Chemistry Delete,"TYPE: LAB_TEST
DISPLAY_NAME: Delete
ALIASES: Delete | Delete Blood | Chemistry Delete
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51600"
51653,HIV 1 Ab Confirmation,Blood,Chemistry,,HIV 1 Ab Confirmation | HIV 1 Ab Confirmation Blood | Chemistry HIV 1 Ab Confirmation,"TYPE: LAB_TEST
DISPLAY_NAME: HIV 1 Ab Confirmation
ALIASES: HIV 1 Ab Confirmation | HIV 1 Ab Confirmation Blood | Chemistry HIV 1 Ab Confirmation
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51653"
51719,Reserved3,Blood,Chemistry,,Reserved3 | Reserved3 Blood | Chemistry Reserved3,"TYPE: LAB_TEST
DISPLAY_NAME: Reserved3
ALIASES: Reserved3 | Reserved3 Blood | Chemistry Reserved3
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51719"
53134,Absolute Other WBC,Blood,Chemistry,,Absolute Other WBC | Absolute Other WBC Blood | Chemistry Absolute Other WBC,"TYPE: LAB_TEST
DISPLAY_NAME: Absolute Other WBC
ALIASES: Absolute Other WBC | Absolute Other WBC Blood | Chemistry Absolute Other WBC
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53134"
50873,Anti-Nuclear Antibody,Blood,Chemistry,,Anti-Nuclear Antibody | Anti-Nuclear Antibody Blood | Chemistry Anti-Nuclear Antibody,"TYPE: LAB_TEST
DISPLAY_NAME: Anti-Nuclear Antibody
ALIASES: Anti-Nuclear Antibody | Anti-Nuclear Antibody Blood | Chemistry Anti-Nuclear Antibody
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50873"
50880,Benzodiazepine Screen,Blood,Chemistry,,Benzodiazepine Screen | Benzodiazepine Screen Blood | Chemistry Benzodiazepine Screen,"TYPE: LAB_TEST
DISPLAY_NAME: Benzodiazepine Screen
ALIASES: Benzodiazepine Screen | Benzodiazepine Screen Blood | Chemistry Benzodiazepine Screen
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50880"
50889,C-Reactive Protein,Blood,Chemistry,mg/L,C-Reactive Protein | C-Reactive Protein Blood | Chemistry C-Reactive Protein,"TYPE: LAB_TEST
DISPLAY_NAME: C-Reactive Protein
ALIASES: C-Reactive Protein | C-Reactive Protein Blood | Chemistry C-Reactive Protein
UNIT: mg/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50889"
50920,Estimated GFR (MDRD equation),Blood,Chemistry,,Estimated GFR (MDRD equation) | Estimated GFR (MDRD equation) Blood | Chemistry Estimated GFR (MDRD equation),"TYPE: LAB_TEST
DISPLAY_NAME: Estimated GFR (MDRD equation)
ALIASES: Estimated GFR (MDRD equation) | Estimated GFR (MDRD equation) Blood | Chemistry Estimated GFR (MDRD equation)
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50920"
51558,Antirnp,Blood,Chemistry,,Antirnp | Antirnp Blood | Chemistry Antirnp,"TYPE: LAB_TEST
DISPLAY_NAME: Antirnp
ALIASES: Antirnp | Antirnp Blood | Chemistry Antirnp
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51558"
51619,Epstein-Barr Virus VCA IgG Ab,Blood,Chemistry,,Epstein-Barr Virus VCA IgG Ab | Epstein-Barr Virus VCA IgG Ab Blood | Chemistry Epstein-Barr Virus VCA IgG Ab,"TYPE: LAB_TEST
DISPLAY_NAME: Epstein-Barr Virus VCA IgG Ab
ALIASES: Epstein-Barr Virus VCA IgG Ab | Epstein-Barr Virus VCA IgG Ab Blood | Chemistry Epstein-Barr Virus VCA IgG Ab
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51619"
51665,HPE9,Blood,Chemistry,,HPE9 | HPE9 Blood | Chemistry HPE9,"TYPE: LAB_TEST
DISPLAY_NAME: HPE9
ALIASES: HPE9 | HPE9 Blood | Chemistry HPE9
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51665"
51736,STX5,Blood,Chemistry,,STX5 | STX5 Blood | Chemistry STX5,"TYPE: LAB_TEST
DISPLAY_NAME: STX5
ALIASES: STX5 | STX5 Blood | Chemistry STX5
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51736"
51605,Delta/Dlt,Blood,Chemistry,,Delta/Dlt | Delta/Dlt Blood | Chemistry Delta/Dlt,"TYPE: LAB_TEST
DISPLAY_NAME: Delta/Dlt
ALIASES: Delta/Dlt | Delta/Dlt Blood | Chemistry Delta/Dlt
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51605"
51679,Lap,Blood,Chemistry,,Lap | Lap Blood | Chemistry Lap,"TYPE: LAB_TEST
DISPLAY_NAME: Lap
ALIASES: Lap | Lap Blood | Chemistry Lap
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51679"
51684,"LD, Isoenzyme 5",Blood,Chemistry,,"LD, Isoenzyme 5 | LD Isoenzyme 5 | LD, Isoenzyme 5 Blood | Chemistry LD, Isoenzyme 5","TYPE: LAB_TEST
DISPLAY_NAME: LD, Isoenzyme 5
ALIASES: LD, Isoenzyme 5 | LD Isoenzyme 5 | LD, Isoenzyme 5 Blood | Chemistry LD, Isoenzyme 5
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51684"
51703,PEPgel,Blood,Chemistry,,PEPgel | PEPgel Blood | Chemistry PEPgel,"TYPE: LAB_TEST
DISPLAY_NAME: PEPgel
ALIASES: PEPgel | PEPgel Blood | Chemistry PEPgel
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51703"
51753,VZV IgG Ab,Blood,Chemistry,,VZV IgG Ab | VZV IgG Ab Blood | Chemistry VZV IgG Ab,"TYPE: LAB_TEST
DISPLAY_NAME: VZV IgG Ab
ALIASES: VZV IgG Ab | VZV IgG Ab Blood | Chemistry VZV IgG Ab
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51753"
52551,D-Dimer,Blood,Chemistry,,D-Dimer | D-Dimer Blood | Chemistry D-Dimer,"TYPE: LAB_TEST
DISPLAY_NAME: D-Dimer
ALIASES: D-Dimer | D-Dimer Blood | Chemistry D-Dimer
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 52551"
53089,"Bilirubin, Total",Blood,Chemistry,,"Bilirubin, Total | Bilirubin Total | Bilirubin, Total Blood | Chemistry Bilirubin, Total","TYPE: LAB_TEST
DISPLAY_NAME: Bilirubin, Total
ALIASES: Bilirubin, Total | Bilirubin Total | Bilirubin, Total Blood | Chemistry Bilirubin, Total
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53089"
53139,Aldosterone,Blood,Chemistry,,Aldosterone | Aldosterone Blood | Chemistry Aldosterone,"TYPE: LAB_TEST
DISPLAY_NAME: Aldosterone
ALIASES: Aldosterone | Aldosterone Blood | Chemistry Aldosterone
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53139"
50909,Cortisol,Blood,Chemistry,ug/dL,Cortisol | Cortisol Blood | Chemistry Cortisol,"TYPE: LAB_TEST
DISPLAY_NAME: Cortisol
ALIASES: Cortisol | Cortisol Blood | Chemistry Cortisol
UNIT: ug/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50909"
50910,Creatine Kinase (CK),Blood,Chemistry,IU/L,Creatine Kinase (CK) | Creatine Kinase (CK) Blood | Chemistry Creatine Kinase (CK),"TYPE: LAB_TEST
DISPLAY_NAME: Creatine Kinase (CK)
ALIASES: Creatine Kinase (CK) | Creatine Kinase (CK) Blood | Chemistry Creatine Kinase (CK)
UNIT: IU/L
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50910"
50951,Immunoglobulin M,Blood,Chemistry,mg/dL,Immunoglobulin M | Immunoglobulin M Blood | Chemistry Immunoglobulin M,"TYPE: LAB_TEST
DISPLAY_NAME: Immunoglobulin M
ALIASES: Immunoglobulin M | Immunoglobulin M Blood | Chemistry Immunoglobulin M
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50951"
51586,CMV IgG Ab,Blood,Chemistry,,CMV IgG Ab | CMV IgG Ab Blood | Chemistry CMV IgG Ab,"TYPE: LAB_TEST
DISPLAY_NAME: CMV IgG Ab
ALIASES: CMV IgG Ab | CMV IgG Ab Blood | Chemistry CMV IgG Ab
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51586"
51630,Gamma,Blood,Chemistry,,Gamma | Gamma Blood | Chemistry Gamma,"TYPE: LAB_TEST
DISPLAY_NAME: Gamma
ALIASES: Gamma | Gamma Blood | Chemistry Gamma
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51630"
51662,HPE6,Blood,Chemistry,,HPE6 | HPE6 Blood | Chemistry HPE6,"TYPE: LAB_TEST
DISPLAY_NAME: HPE6
ALIASES: HPE6 | HPE6 Blood | Chemistry HPE6
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51662"
51701,"Osmolality, Calculated",Blood,Chemistry,,"Osmolality, Calculated | Osmolality Calculated | Osmolality, Calculated Blood | Chemistry Osmolality, Calculated","TYPE: LAB_TEST
DISPLAY_NAME: Osmolality, Calculated
ALIASES: Osmolality, Calculated | Osmolality Calculated | Osmolality, Calculated Blood | Chemistry Osmolality, Calculated
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51701"
51702,Park,Blood,Chemistry,,Park | Park Blood | Chemistry Park,"TYPE: LAB_TEST
DISPLAY_NAME: Park
ALIASES: Park | Park Blood | Chemistry Park
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51702"
53133,Absolute Neutrophil,Blood,Chemistry,,Absolute Neutrophil | Absolute Neutrophil Blood | Chemistry Absolute Neutrophil,"TYPE: LAB_TEST
DISPLAY_NAME: Absolute Neutrophil
ALIASES: Absolute Neutrophil | Absolute Neutrophil Blood | Chemistry Absolute Neutrophil
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53133"
51002,Troponin I,Blood,Chemistry,,Troponin I | Troponin I Blood | Chemistry Troponin I,"TYPE: LAB_TEST
DISPLAY_NAME: Troponin I
ALIASES: Troponin I | Troponin I Blood | Chemistry Troponin I
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51002"
51624,Free Calcium,Blood,Chemistry,,Free Calcium | Free Calcium Blood | Chemistry Free Calcium,"TYPE: LAB_TEST
DISPLAY_NAME: Free Calcium
ALIASES: Free Calcium | Free Calcium Blood | Chemistry Free Calcium
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51624"
51639,Hematocrit,Blood,Chemistry,,Hematocrit | Hematocrit Blood | Chemistry Hematocrit,"TYPE: LAB_TEST
DISPLAY_NAME: Hematocrit
ALIASES: Hematocrit | Hematocrit Blood | Chemistry Hematocrit
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51639"
51644,Hemoglobin C,Blood,Chemistry,,Hemoglobin C | Hemoglobin C Blood | Chemistry Hemoglobin C,"TYPE: LAB_TEST
DISPLAY_NAME: Hemoglobin C
ALIASES: Hemoglobin C | Hemoglobin C Blood | Chemistry Hemoglobin C
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51644"
51663,HPE7,Blood,Chemistry,,HPE7 | HPE7 Blood | Chemistry HPE7,"TYPE: LAB_TEST
DISPLAY_NAME: HPE7
ALIASES: HPE7 | HPE7 Blood | Chemistry HPE7
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51663"
52548,Cryoglobulin,Blood,Chemistry,,Cryoglobulin | Cryoglobulin Blood | Chemistry Cryoglobulin,"TYPE: LAB_TEST
DISPLAY_NAME: Cryoglobulin
ALIASES: Cryoglobulin | Cryoglobulin Blood | Chemistry Cryoglobulin
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 52548"
53149,Anti-hbs,Blood,Chemistry,,Anti-hbs | Anti-hbs Blood | Chemistry Anti-hbs,"TYPE: LAB_TEST
DISPLAY_NAME: Anti-hbs
ALIASES: Anti-hbs | Anti-hbs Blood | Chemistry Anti-hbs
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53149"
50988,Testosterone,Blood,Chemistry,,Testosterone | Testosterone Blood | Chemistry Testosterone,"TYPE: LAB_TEST
DISPLAY_NAME: Testosterone
ALIASES: Testosterone | Testosterone Blood | Chemistry Testosterone
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50988"
51571,Billed,Blood,Chemistry,,Billed | Billed Blood | Chemistry Billed,"TYPE: LAB_TEST
DISPLAY_NAME: Billed
ALIASES: Billed | Billed Blood | Chemistry Billed
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51571"
51654,HIV 1 Viral Load,Blood,Chemistry,log10 cop/mL | log10 copies/mL,HIV 1 Viral Load | HIV 1 Viral Load Blood | Chemistry HIV 1 Viral Load,"TYPE: LAB_TEST
DISPLAY_NAME: HIV 1 Viral Load
ALIASES: HIV 1 Viral Load | HIV 1 Viral Load Blood | Chemistry HIV 1 Viral Load
UNIT: log10 cop/mL | log10 copies/mL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51654"
53085,Albumin,Blood,Chemistry,,Albumin | Albumin Blood | Chemistry Albumin,"TYPE: LAB_TEST
DISPLAY_NAME: Albumin
ALIASES: Albumin | Albumin Blood | Chemistry Albumin
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53085"
53093,Gamma Glutamyltranferase,Blood,Chemistry,,Gamma Glutamyltranferase | Gamma Glutamyltranferase Blood | Chemistry Gamma Glutamyltranferase,"TYPE: LAB_TEST
DISPLAY_NAME: Gamma Glutamyltranferase
ALIASES: Gamma Glutamyltranferase | Gamma Glutamyltranferase Blood | Chemistry Gamma Glutamyltranferase
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53093"
50961,Methotrexate,Blood,Chemistry,,Methotrexate | Methotrexate Blood | Chemistry Methotrexate,"TYPE: LAB_TEST
DISPLAY_NAME: Methotrexate
ALIASES: Methotrexate | Methotrexate Blood | Chemistry Methotrexate
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50961"
51655,HIV 2 Ab Confirmation,Blood,Chemistry,,HIV 2 Ab Confirmation | HIV 2 Ab Confirmation Blood | Chemistry HIV 2 Ab Confirmation,"TYPE: LAB_TEST
DISPLAY_NAME: HIV 2 Ab Confirmation
ALIASES: HIV 2 Ab Confirmation | HIV 2 Ab Confirmation Blood | Chemistry HIV 2 Ab Confirmation
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51655"
51666,H. pylori IgG Ab,Blood,Chemistry,,H. pylori IgG Ab | H. pylori IgG Ab Blood | Chemistry H. pylori IgG Ab,"TYPE: LAB_TEST
DISPLAY_NAME: H. pylori IgG Ab
ALIASES: H. pylori IgG Ab | H. pylori IgG Ab Blood | Chemistry H. pylori IgG Ab
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51666"
51718,Reserved1,Blood,Chemistry,,Reserved1 | Reserved1 Blood | Chemistry Reserved1,"TYPE: LAB_TEST
DISPLAY_NAME: Reserved1
ALIASES: Reserved1 | Reserved1 Blood | Chemistry Reserved1
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51718"
51765,EE3,Blood,Chemistry,,EE3 | EE3 Blood | Chemistry EE3,"TYPE: LAB_TEST
DISPLAY_NAME: EE3
ALIASES: EE3 | EE3 Blood | Chemistry EE3
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51765"
53136,Adrenocorticotrophic Hormone,Blood,Chemistry,,Adrenocorticotrophic Hormone | Adrenocorticotrophic Hormone Blood | Chemistry Adrenocorticotrophic Hormone,"TYPE: LAB_TEST
DISPLAY_NAME: Adrenocorticotrophic Hormone
ALIASES: Adrenocorticotrophic Hormone | Adrenocorticotrophic Hormone Blood | Chemistry Adrenocorticotrophic Hormone
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53136"
50872,Anti-Neutrophil Cytoplasmic Antibody,Blood,Chemistry,,Anti-Neutrophil Cytoplasmic Antibody | Anti-Neutrophil Cytoplasmic Antibody Blood | Chemistry Anti-Neutrophil Cytoplasmic Antibody,"TYPE: LAB_TEST
DISPLAY_NAME: Anti-Neutrophil Cytoplasmic Antibody
ALIASES: Anti-Neutrophil Cytoplasmic Antibody | Anti-Neutrophil Cytoplasmic Antibody Blood | Chemistry Anti-Neutrophil Cytoplasmic Antibody
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50872"
50903,Cholesterol Ratio (Total/HDL),Blood,Chemistry,Ratio,Cholesterol Ratio (Total/HDL) | Cholesterol Ratio (Total/HDL) Blood | Chemistry Cholesterol Ratio (Total/HDL),"TYPE: LAB_TEST
DISPLAY_NAME: Cholesterol Ratio (Total/HDL)
ALIASES: Cholesterol Ratio (Total/HDL) | Cholesterol Ratio (Total/HDL) Blood | Chemistry Cholesterol Ratio (Total/HDL)
UNIT: Ratio
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50903"
50962,N-Acetylprocainamide (NAPA),Blood,Chemistry,,N-Acetylprocainamide (NAPA) | N-Acetylprocainamide (NAPA) Blood | Chemistry N-Acetylprocainamide (NAPA),"TYPE: LAB_TEST
DISPLAY_NAME: N-Acetylprocainamide (NAPA)
ALIASES: N-Acetylprocainamide (NAPA) | N-Acetylprocainamide (NAPA) Blood | Chemistry N-Acetylprocainamide (NAPA)
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 50962"
51001,Triiodothyronine (T3),Blood,Chemistry,ng/dL,Triiodothyronine (T3) | Triiodothyronine (T3) Blood | Chemistry Triiodothyronine (T3),"TYPE: LAB_TEST
DISPLAY_NAME: Triiodothyronine (T3)
ALIASES: Triiodothyronine (T3) | Triiodothyronine (T3) Blood | Chemistry Triiodothyronine (T3)
UNIT: ng/dL
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51001"
51671,IFEgel,Blood,Chemistry,,IFEgel | IFEgel Blood | Chemistry IFEgel,"TYPE: LAB_TEST
DISPLAY_NAME: IFEgel
ALIASES: IFEgel | IFEgel Blood | Chemistry IFEgel
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 51671"
53131,5' Nucleotidase,Blood,Chemistry,,5' Nucleotidase | 5' Nucleotidase Blood | Chemistry 5' Nucleotidase,"TYPE: LAB_TEST
DISPLAY_NAME: 5' Nucleotidase
ALIASES: 5' Nucleotidase | 5' Nucleotidase Blood | Chemistry 5' Nucleotidase
UNIT: 
CATEGORY: Chemistry
FLUID: Blood
LOINC: 
ITEMID: 53131"
